"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
673169,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673171,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673172,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673174,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673175,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673182,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673183,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673184,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673185,5,,4,,92,,4,,89,,5,,93,,5,,93,,90,,79,,35,,
673186,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673187,Not Available,11,Not Available,11,74,11,Not Available,11,76,11,Not Available,11,84,11,Not Available,11,68,11,62,11,22,11,17,11,11
673189,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673191,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673192,Not Available,9,Not Available,9,86,9,Not Available,9,89,9,Not Available,9,94,9,Not Available,9,93,9,38,9,5,9,16,9,9
673193,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673194,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673195,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673196,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673197,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,93,9,Not Available,9,100,9,100,9,3,9,7,9,9
673198,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673199,4,,3,,89,,4,,88,,4,,81,,3,,86,,72,,101,,23,,
677000,4,11,4,11,90,11,4,11,91,11,3,11,79,11,4,11,91,11,82,11,65,11,20,11,11
677006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677011,4,10,3,10,90,10,3,10,85,10,4,10,84,10,4,10,91,10,85,10,172,10,32,10,10
677014,Not Available,11,Not Available,11,93,11,Not Available,11,93,11,Not Available,11,97,11,Not Available,11,93,11,63,11,14,11,21,11,11
677027,Not Available,11,Not Available,11,95,11,Not Available,11,95,11,Not Available,11,91,11,Not Available,11,98,11,98,11,34,11,34,11,11
677035,3,,4,,89,,3,,86,,3,,80,,3,,82,,78,,368,,23,,
677037,3,,4,,90,,3,,86,,3,,79,,3,,83,,74,,386,,20,,
677052,5,,5,,93,,4,,91,,5,,90,,5,,94,,91,,293,,35,,
677065,5,,4,,92,,5,,93,,4,,83,,5,,94,,92,,72,,43,,
677078,4,,4,,91,,4,,88,,4,,84,,4,,89,,91,,73,,28,,
677099,4,,4,,89,,3,,85,,4,,84,,4,,86,,86,,244,,38,,
677101,4,,4,,92,,4,,90,,5,,89,,4,,90,,89,,432,,35,,
677103,Not Available,11,Not Available,11,89,11,Not Available,11,85,11,Not Available,11,75,11,Not Available,11,83,11,76,11,25,11,23,11,11
677109,3,,3,,88,,3,,86,,3,,80,,3,,82,,79,,307,,24,,
677125,4,,4,,89,,3,,85,,4,,82,,3,,83,,76,,310,,23,,
677127,4,,4,,89,,3,,86,,5,,88,,3,,83,,82,,231,,25,,
677132,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677137,4,,4,,90,,3,,89,,4,,82,,4,,86,,79,,247,,26,,
677142,5,,5,,93,,4,,92,,5,,89,,5,,97,,97,,76,,37,,
677144,4,,4,,89,,3,,85,,5,,92,,4,,88,,78,,86,,15,,
677153,4,,4,,90,,4,,92,,4,,85,,4,,86,,84,,229,,24,,
677154,3,,3,,88,,3,,86,,3,,76,,2,,84,,79,,264,,19,,
677158,3,,3,,87,,2,,82,,3,,78,,3,,87,,78,,219,,17,,
677177,5,,5,,93,,5,,92,,4,,87,,4,,90,,89,,251,,35,,
677184,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677193,5,11,5,11,95,11,4,11,91,11,5,11,89,11,4,11,88,11,87,11,58,11,24,11,11
677207,2,11,1,11,80,11,2,11,77,11,4,11,83,11,1,11,67,11,65,11,42,11,22,11,11
677209,2,11,2,11,83,11,2,11,76,11,2,11,65,11,1,11,67,11,57,11,40,11,12,11,11
677210,5,11,5,11,93,11,3,11,88,11,5,11,89,11,5,11,92,11,83,11,40,11,19,11,11
677211,1,11,1,11,74,11,1,11,76,11,2,11,69,11,1,11,62,11,48,11,69,11,9,11,11
677220,Not Available,9,Not Available,9,72,9,Not Available,9,83,9,Not Available,9,79,9,Not Available,9,45,9,19,9,4,9,40,9,9
677238,3,,3,,89,,3,,85,,4,,82,,3,,84,,77,,143,,16,,
677247,4,,4,,90,,3,,89,,4,,86,,3,,88,,81,,341,,25,,
677248,4,,4,,92,,3,,88,,4,,85,,4,,89,,82,,276,,26,,
677249,4,11,5,11,92,11,4,11,90,11,4,11,87,11,4,11,92,11,89,11,49,11,28,11,11
677254,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677259,4,,4,,92,,4,,91,,5,,91,,4,,91,,88,,117,,33,,
677264,4,,4,,89,,3,,88,,4,,82,,3,,84,,76,,133,,27,,
677271,4,,4,,91,,3,,88,,4,,85,,4,,92,,86,,142,,30,,
677275,3,,3,,88,,3,,87,,3,,75,,4,,89,,85,,116,,26,,
677277,Not Available,"9,10",Not Available,"9,10",88,"9,10",Not Available,"9,10",77,"9,10",Not Available,"9,10",84,"9,10",Not Available,"9,10",92,"9,10",92,"9,10",8,"9,10",44,"9,10","9,10"
677283,Not Available,11,Not Available,11,91,11,Not Available,11,85,11,Not Available,11,73,11,Not Available,11,89,11,64,11,18,11,18,11,11
677285,3,,3,,90,,3,,87,,2,,68,,3,,85,,82,,135,,11,,
677290,Not Available,9,Not Available,9,81,9,Not Available,9,83,9,Not Available,9,82,9,Not Available,9,95,9,63,9,5,9,50,9,9
677291,5,11,5,11,97,11,5,11,95,11,5,11,94,11,5,11,95,11,91,11,42,11,42,11,11
677296,Not Available,11,Not Available,11,80,11,Not Available,11,78,11,Not Available,11,73,11,Not Available,11,74,11,79,11,26,11,14,11,11
677297,5,,5,,94,,4,,88,,4,,86,,5,,94,,88,,70,,32,,
677299,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677412,4,,4,,90,,4,,89,,3,,80,,3,,87,,80,,347,,30,,
677415,5,11,5,11,94,11,4,11,93,11,5,11,88,11,4,11,90,11,91,11,47,11,30,11,11
677416,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677421,Not Available,11,Not Available,11,99,11,Not Available,11,95,11,Not Available,11,94,11,Not Available,11,94,11,97,11,27,11,31,11,11
677427,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677428,5,11,5,11,98,11,5,11,95,11,5,11,93,11,5,11,99,11,90,11,47,11,33,11,11
677433,4,,4,,90,,3,,87,,5,,90,,5,,94,,86,,73,,34,,
677439,4,11,4,11,91,11,3,11,87,11,5,11,92,11,4,11,90,11,87,11,45,11,20,11,11
677447,3,,3,,87,,3,,85,,4,,82,,3,,85,,80,,155,,25,,
677455,5,,5,,94,,4,,90,,5,,90,,5,,91,,89,,91,,30,,
677457,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677458,5,,4,,92,,4,,89,,5,,90,,5,,92,,90,,148,,29,,
677492,2,,1,,83,,1,,77,,3,,77,,1,,79,,69,,85,,19,,
677504,3,11,3,11,89,11,3,11,88,11,4,11,84,11,3,11,88,11,85,11,54,11,24,11,11
677513,Not Available,9,Not Available,9,94,9,Not Available,9,99,9,Not Available,9,97,9,Not Available,9,96,9,98,9,9,9,23,9,9
677515,Not Available,11,Not Available,11,90,11,Not Available,11,83,11,Not Available,11,83,11,Not Available,11,88,11,81,11,34,11,18,11,11
677517,Not Available,9,Not Available,9,100,9,Not Available,9,88,9,Not Available,9,88,9,Not Available,9,100,9,76,9,6,9,15,9,9
677522,Not Available,11,Not Available,11,65,11,Not Available,11,65,11,Not Available,11,52,11,Not Available,11,56,11,33,11,17,11,6,11,11
677523,2,11,1,11,77,11,2,11,78,11,2,11,72,11,1,11,66,11,64,11,44,11,16,11,11
677531,Not Available,11,Not Available,11,87,11,Not Available,11,83,11,Not Available,11,77,11,Not Available,11,95,11,77,11,26,11,23,11,11
677532,Not Available,11,Not Available,11,86,11,Not Available,11,91,11,Not Available,11,86,11,Not Available,11,82,11,87,11,26,11,50,11,11
677544,4,,4,,89,,3,,87,,4,,85,,3,,87,,79,,310,,26,,
677545,3,,3,,86,,3,,85,,4,,81,,3,,83,,77,,237,,20,,
677548,Not Available,11,Not Available,11,93,11,Not Available,11,90,11,Not Available,11,87,11,Not Available,11,92,11,82,11,27,11,19,11,11
677566,3,,4,,89,,3,,87,,3,,79,,3,,85,,80,,501,,23,,
677569,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677586,3,,3,,87,,3,,86,,3,,76,,3,,87,,75,,172,,19,,
677594,Not Available,9,Not Available,9,76,9,Not Available,9,63,9,Not Available,9,81,9,Not Available,9,95,9,44,9,2,9,29,9,9
677604,Not Available,11,Not Available,11,99,11,Not Available,11,97,11,Not Available,11,91,11,Not Available,11,96,11,100,11,16,11,26,11,11
677605,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677616,4,,4,,91,,4,,89,,4,,87,,4,,90,,87,,196,,27,,
677617,5,11,5,11,95,11,5,11,92,11,4,11,86,11,5,11,97,11,92,11,55,11,45,11,11
677620,3,11,4,11,91,11,2,11,85,11,4,11,83,11,2,11,85,11,77,11,59,11,36,11,11
677624,4,,5,,94,,4,,91,,4,,85,,4,,90,,88,,213,,37,,
677648,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677657,4,,4,,91,,4,,90,,4,,85,,4,,91,,81,,127,,27,,
677660,3,,3,,89,,3,,88,,4,,83,,3,,85,,76,,87,,23,,
677661,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677665,4,,4,,91,,3,,86,,3,,73,,4,,89,,84,,160,,40,,
677668,Not Available,11,Not Available,11,91,11,Not Available,11,82,11,Not Available,11,89,11,Not Available,11,75,11,78,11,31,11,15,11,11
677672,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677686,Not Available,11,Not Available,11,94,11,Not Available,11,85,11,Not Available,11,83,11,Not Available,11,95,11,91,11,34,11,30,11,11
677694,3,,4,,89,,3,,86,,3,,80,,3,,84,,80,,328,,29,,
677720,4,,3,,89,,4,,89,,4,,81,,3,,85,,78,,173,,22,,
677734,Not Available,11,Not Available,11,86,11,Not Available,11,88,11,Not Available,11,85,11,Not Available,11,88,11,72,11,19,11,8,11,11
677735,4,,4,,92,,3,,86,,4,,82,,4,,93,,80,,93,,29,,
677789,5,11,4,11,91,11,5,11,93,11,5,11,91,11,5,11,95,11,84,11,69,11,24,11,11
677792,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677796,5,11,5,11,97,11,5,11,97,11,5,11,91,11,5,11,94,11,91,11,60,11,32,11,11
677803,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677804,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
